designation,name,other_id,type,constellation,magnitude,surface_brightness,size,ra_string,dec_string,ra_deg,dec_deg,class
NGC 3665,N/A,UGC  6426,Galaxy,UMA,10.8,12.4,3.5',11 24.7,+38 46,171.18195833333334,38.762861111111114,SO
NGC 3666,N/A,UGC  6420,Galaxy,LEO,12,13.6,4.6',11 24.4,+11 21,171.10862500000002,11.342222222222222,SBc
NGC 3667A,N/A,NGC 3667,Galaxy,CRT,13,-,1.5',11 24.3,-13 51,171.08954166666666,-13.855805555555555,Sab Ring
NGC 3668,N/A,UGC  6430,Galaxy,UMA,12.3,13.1,1.7',11 25.5,+63 27,171.3768333333333,63.44633333333333,Sbc
NGC 3669,N/A,UGC  6431,Galaxy,UMA,12.4,12.5,2',11 25.4,+57 43,171.36149999999998,57.721250000000005,SBcd
NGC 3670,N/A,UGC  6427,Galaxy,LEO,13.5,13,1.1',11 24.8,+23 57,171.20691666666667,23.945222222222224,SBO-a
NGC 3672,N/A,MCG - 2-29- 28,Galaxy,CRT,11.4,13.5,4',11 25.0,-09 48,171.26029166666666,-9.795388888888889,Sc
NGC 3673,N/A,ESO 503-16,Galaxy,HYA,11.5,13.7,3.7',11 25.2,-26 44,171.30354166666666,-26.736722222222223,SBb
NGC 3674,N/A,UGC  6444,Galaxy,UMA,12.2,12.4,1.7',11 26.4,+57 03,171.61087500000002,57.04838888888889,SO
NGC 3675,N/A,UGC  6439,Galaxy,UMA,10.2,13.2,6.2',11 26.1,+43 35,171.53574999999998,43.58591666666667,Sb
NGC 3677,N/A,UGC  6441,Galaxy,UMA,12.3,13.4,1.6',11 26.3,+46 58,171.574,46.974111111111114,Sa
NGC 3678,N/A,UGC  6443,Galaxy,LEO,13.6,12.9,0.8',11 26.3,+27 52,171.5656666666667,27.86713888888889,Sbc
NGC 3680,N/A,OCL  823,Opn CL,CEN,7.6,-,6',11 25.6,-43 15,171.4045,-43.25011111111111,I 2 p
NGC 3681,N/A,UGC  6445,Galaxy,LEO,11.2,12.8,3',11 26.5,+16 52,171.62416666666667,16.863194444444446,SBbc
NGC 3682,N/A,UGC  6459,Galaxy,DRA,12.5,13,1.7',11 27.7,+66 35,171.92166666666665,66.58983333333333,Sa
NGC 3683,N/A,UGC  6458,Galaxy,UMA,12.4,12.6,1.8',11 27.5,+56 53,171.8827083333333,56.87705555555556,SBc
NGC 3683A,N/A,UGC  6484,Galaxy,UMA,11.9,13.3,2.4',11 29.2,+57 08,172.29899999999998,57.132333333333335,SBc
NGC 3684,N/A,UGC  6453,Galaxy,LEO,11.4,13.3,3.4',11 27.2,+17 02,171.79666666666668,17.030166666666666,Sbc
NGC 3686,N/A,UGC  6460,Galaxy,LEO,11.3,13.4,3.1',11 27.7,+17 13,171.9332083333333,17.224194444444443,SBbc
NGC 3687,N/A,UGC  6463,Galaxy,UMA,12,13.3,1.9',11 28.0,+29 31,172.00254166666667,29.511055555555554,SBbc Ring
NGC 3689,N/A,UGC  6467,Galaxy,LEO,12.3,12.9,1.7',11 28.2,+25 40,172.04595833333335,25.661166666666666,SBc
NGC 3690,N/A,UGC  6472,Galaxy,UMA,11.5,12.6,2',11 28.5,+58 34,172.13458333333335,58.56194444444444,Sp?
NGC 3691,N/A,UGC  6464,Galaxy,LEO,11.8,12,1.4',11 28.2,+16 55,172.03920833333333,16.920472222222223,SB/P
NGC 3692,N/A,UGC  6474,Galaxy,LEO,12.1,12.9,3.1',11 28.4,+09 24,172.10004166666667,9.40763888888889,Sb
NGC 3693,N/A,MCG - 2-29- 32,Galaxy,CRT,13,-,3.4',11 28.2,-13 12,172.04820833333332,-13.194861111111111,Sb
NGC 3694,N/A,UGC  6480,Galaxy,UMA,12.9,11.8,0.7',11 28.9,+35 25,172.2255416666667,35.414,Elliptical
NGC 3699,N/A,PK 292+1.1,Pln Neb,CEN,14,10.4,67'',11 28.0,-59 57,171.98812499999997,-59.95805555555556,N/A
NGC 3700,N/A,UGC  6494,Galaxy,UMA,14,13.6,1',11 29.6,+35 31,172.410875,35.51463888888889,SBab
NGC 3701,N/A,UGC  6493,Galaxy,LEO,12.9,13.4,1.9',11 29.5,+24 06,172.3705,24.093444444444444,Sbc
NGC 3704,N/A,NGC 3707,Galaxy,CRT,14,-,1.6',11 30.1,-11 33,172.519375,-11.546333333333333,Elliptical
NGC 3705,N/A,UGC  6498,Galaxy,LEO,11.1,13.4,4.6',11 30.1,+09 17,172.53108333333336,9.27663888888889,SBab
NGC 3706,N/A,ESO 378- 6,Galaxy,CEN,11.3,13.1,3.1',11 29.7,-36 24,172.43512499999997,-36.391305555555554,E-SO
NGC 3710,N/A,UGC  6504,Galaxy,LEO,13.1,12.8,1',11 31.1,+22 46,172.7789166666667,22.768055555555556,Elliptical
NGC 3712,N/A,UGC  6511,Galaxy,UMA,13.9,13.8,1.7',11 31.2,+28 34,172.78812500000004,28.567944444444443,SB/P
NGC 3713,N/A,UGC  6511,Galaxy,LEO,13.2,13.1,1.2',11 31.7,+28 09,172.92508333333333,28.153583333333334,E-SO
NGC 3715,N/A,MCG - 2-29- 41,Galaxy,CRT,13,-,1.4',11 31.5,-14 14,172.88475,-14.231361111111111,Sbc
NGC 3716,N/A,UGC  6513,Galaxy,LEO,13.5,12.6,0.7',11 31.7,+03 29,172.921375,3.488,SO
NGC 3717,N/A,ESO 439-15,Galaxy,HYA,11.2,13.1,6.2',11 31.5,-30 19,172.88329166666668,-30.307750000000002,Sb
NGC 3718,N/A,UGC  6524,Galaxy,UMA,10.8,14.4,8.2',11 32.6,+53 04,173.14520833333333,53.06791666666667,SBap
NGC 3719,N/A,UGC  6521,Galaxy,LEO,13,13.8,1.7',11 32.2,+00 49,173.05608333333333,0.8192777777777778,Sbc Ring
NGC 3720,N/A,UGC  6523,Galaxy,LEO,12.9,12.6,1',11 32.4,+00 48,173.09,0.804,Sa
NGC 3723,N/A,MCG - 2-30-  2,Galaxy,CRT,14,-,1',11 32.5,-09 58,173.12729166666665,-9.969527777777778,E-SO
NGC 3725,N/A,UGC  6542,Galaxy,UMA,13,13,1.2',11 33.7,+61 53,173.418875,61.888,SBc
NGC 3726,N/A,UGC  6537,Galaxy,UMA,10.4,13.8,6',11 33.3,+47 02,173.338,47.02919444444444,SBc Ring
NGC 3728,N/A,UGC  6536,Galaxy,LEO,13,14.1,2',11 33.3,+24 27,173.31575,24.44688888888889,Sb
NGC 3729,N/A,UGC  6547,Galaxy,UMA,11.4,13.1,2.9',11 33.8,+53 08,173.4555,53.12555555555556,SB/P
NGC 3730,N/A,MCG - 1-30-  3,Galaxy,CRT,14,-,1',11 34.3,-09 35,173.57033333333334,-9.57611111111111,Elliptical
NGC 3732,N/A,MCG - 2-30-  5,Galaxy,CRT,12.5,12.8,1.4',11 34.2,-09 51,173.55808333333334,-9.845666666666668,SBO-a
NGC 3733,N/A,UGC  6554,Galaxy,UMA,12.4,14.8,4.9',11 35.0,+54 51,173.75666666666666,54.850500000000004,SBc
NGC 3734,N/A,MCG - 2-30-  6,Galaxy,CRT,14,-,1.3',11 34.7,-14 05,173.6695,-14.081833333333334,Sbc
NGC 3735,N/A,UGC  6567,Galaxy,DRA,11.8,13,4',11 36.0,+70 32,173.98875,70.53558333333334,Sc
NGC 3737,N/A,UGC  6563,Galaxy,UMA,12.9,12.8,1.1',11 35.6,+54 57,173.90158333333332,54.94855555555555,SBO
NGC 3738,N/A,UGC  6565,Galaxy,UMA,11.7,13.3,2.6',11 35.8,+54 31,173.95329166666667,54.52388888888889,Ir
NGC 3741,N/A,UGC  6572,Galaxy,UMA,14,14.8,2',11 36.1,+45 17,174.02575,45.28363888888889,Ir
NGC 3742,N/A,ESO 320- 6,Galaxy,CEN,12.1,13.4,2.4',11 35.5,-37 57,173.88545833333336,-37.95638888888889,SBab Ring
NGC 3749,N/A,ESO 320- 8,Galaxy,CEN,12.3,13.2,3.2',11 35.9,-38 00,173.97170833333334,-37.99736111111111,Sa
NGC 3750,N/A,MCG   4-28-  8,Galaxy,LEO,13.9,13.1,0.8',11 37.9,+21 58,174.46516666666668,21.974249999999998,E-SO
NGC 3751,N/A,UGC  6601,Galaxy,LEO,13.9,12.7,0.8',11 37.9,+21 56,174.47441666666668,21.93647222222222,E-SO
NGC 3752,N/A,UGC  6515,Galaxy,DRA,12.9,12.9,1.7',11 32.5,+74 38,173.13420833333333,74.62752777777777,Sab
NGC 3753,N/A,UGC  6602,Galaxy,LEO,13.6,13.2,1.7',11 37.9,+21 59,174.47458333333336,21.981388888888887,Sab
NGC 3755,N/A,UGC  6577,Galaxy,UMA,12.8,14.3,3.4',11 36.6,+36 25,174.13904166666666,36.410333333333334,SBc/P
NGC 3756,N/A,UGC  6579,Galaxy,UMA,11.5,13.7,4.2',11 36.8,+54 18,174.20008333333334,54.29355555555556,SBbc
NGC 3757,N/A,UGC  6584,Galaxy,UMA,12.6,12.7,1.1',11 37.0,+58 25,174.26191666666668,58.415527777777775,SO
NGC 3759,N/A,UGC  6581,Galaxy,UMA,13.3,13.3,1',11 36.9,+54 49,174.22537499999999,54.82330555555556,SBO
NGC 3759A,N/A,UGC  6582,Galaxy,UMA,13.6,13.7,1.2',11 37.0,+55 10,174.24179166666664,55.162055555555554,SBc/P
NGC 3760,N/A,NGC 3301,Galaxy,LEO,12.3,-,3.3',10 36.9,+21 53,159.2335,21.88213888888889,SBO-a
NGC 3762,N/A,UGC  6591,Galaxy,UMA,12.6,12.4,1.8',11 37.4,+61 46,174.3492916666667,61.75936111111111,Sa
NGC 3763,N/A,IC  714,Galaxy,CRT,13,-,1.2',11 36.5,-09 51,174.12579166666666,-9.846694444444445,SB Ring
NGC 3765,N/A,MCG   4-28-  1,Galaxy,LEO,14,13.1,0.8',11 37.1,+24 06,174.26741666666666,24.096249999999998,Sc
NGC 3767,N/A,UGC  6590,Galaxy,LEO,13.4,13.1,1',11 37.3,+16 53,174.31483333333335,16.877166666666668,SBO
NGC 3768,N/A,UGC  6589,Galaxy,LEO,12.4,13.1,1.8',11 37.2,+17 50,174.31033333333335,17.839888888888886,SO
NGC 3769,N/A,UGC  6595,Galaxy,UMA,11.8,12.8,2.9',11 37.7,+47 54,174.43379166666668,47.89308333333333,SBb
NGC 3770,N/A,UGC  6600,Galaxy,UMA,12.9,12.4,1',11 38.0,+59 37,174.49475,59.61691666666667,SBa
NGC 3771,N/A,N/A,Galaxy,CRT,12.6,13.2,1.4',11 39.1,-09 21,174.775,-9.348194444444445,Elliptical
NGC 3772,N/A,UGC  6598,Galaxy,LEO,13.5,13,1.1',11 37.8,+22 41,174.452,22.691277777777778,SBa
NGC 3773,N/A,UGC  6605,Galaxy,LEO,12,12.1,1.2',11 38.2,+12 07,174.55366666666666,12.112055555555555,SO
NGC 3777,N/A,MCG - 2-30-  8,Galaxy,CRT,14,-,1.1',11 36.1,-12 34,174.02854166666665,-12.569083333333333,Sab
NGC 3779,N/A,IC  717,Galaxy,CRT,14,-,1.9',11 38.8,-10 35,174.71270833333332,-10.58375,Scd
NGC 3780,N/A,UGC  6615,Galaxy,UMA,11.5,13.5,3',11 39.4,+56 16,174.8431666666667,56.27066666666666,Sc
NGC 3781,N/A,MCG   5-28-  4,Galaxy,LEO,13.7,-,0.5',11 39.1,+26 22,174.76566666666668,26.36175,SO
NGC 3782,N/A,UGC  6618,Galaxy,UMA,12.4,12.9,1.6',11 39.3,+46 31,174.8365,46.51383333333333,SBcd
NGC 3783,N/A,ESO 378-14,Galaxy,CEN,11.7,12.9,1.9',11 39.0,-37 44,174.75733333333332,-37.73866666666667,SBa
NGC 3786,N/A,UGC  6621,Galaxy,UMA,12.3,13.3,2.1',11 39.7,+31 54,174.9272916666667,31.909277777777778,SBap
NGC 3788,N/A,UGC  6623,Galaxy,UMA,12.6,12.8,1.8',11 39.7,+31 56,174.93604166666668,31.931194444444447,SBab/P
NGC 3790,N/A,UGC  6624,Galaxy,LEO,13.9,12.6,1.1',11 39.8,+17 43,174.94691666666665,17.71225,Sa
NGC 3795,N/A,UGC  6629,Galaxy,UMA,13.1,13.1,2.1',11 40.1,+58 37,175.02779166666664,58.613083333333336,Sbc
NGC 3795B,N/A,UGC  6604,Galaxy,UMA,14,-,1',11 38.1,+58 45,174.525,58.75,E-SO
NGC 3796,N/A,UGC  6638,Galaxy,UMA,12.5,12.6,1.3',11 40.5,+60 18,175.12966666666665,60.29891666666666,S pec
NGC 3798,N/A,UGC  6632,Galaxy,LEO,12.1,13.6,2.5',11 40.2,+24 42,175.05808333333331,24.697055555555554,SBO
NGC 3799,N/A,UGC  6630,Galaxy,LEO,13.9,12.8,0.7',11 40.2,+15 20,175.03908333333334,15.327305555555556,SBb/P
NGC 3800,N/A,UGC  6634,Galaxy,LEO,12.7,12.8,2',11 40.2,+15 21,175.05629166666668,15.342361111111112,SBb/P
NGC 3801,N/A,UGC  6635,Galaxy,LEO,12,14.1,2.8',11 40.3,+17 44,175.0705833333333,17.728055555555553,SO
NGC 3802,N/A,UGC  6636,Galaxy,LEO,13.3,11.9,1.1',11 40.3,+17 46,175.07825,17.765333333333334,Sc
NGC 3804,N/A,NGC 3794,Galaxy,UMA,12.9,14,2.2',11 40.9,+56 12,175.22258333333332,56.20202777777778,SBc
NGC 3805,N/A,UGC  6642,Galaxy,LEO,12.6,13,1.4',11 40.7,+20 21,175.17366666666666,20.342944444444445,E-SO
NGC 3806,N/A,UGC  6641,Galaxy,LEO,13.6,14.1,1.4',11 40.8,+17 48,175.19429166666666,17.796277777777778,SBb
NGC 3808,N/A,UGC  6643,Galaxy,LEO,13.4,13.7,1.6',11 40.7,+22 26,175.185,22.43777777777778,SBc/P
NGC 3809,N/A,UGC  6649,Galaxy,UMA,12.7,12.4,1',11 41.3,+59 53,175.31691666666666,59.885777777777776,SO
NGC 3810,N/A,UGC  6644,Galaxy,LEO,10.8,13.4,4.1',11 41.0,+11 28,175.2448333333333,11.47113888888889,Sc
NGC 3811,N/A,UGC  6650,Galaxy,UMA,12.3,13.5,2.2',11 41.3,+47 41,175.31929166666666,47.69080555555555,SBc/P
NGC 3812,N/A,UGC  6648,Galaxy,LEO,12.4,13.4,1.7',11 41.1,+24 49,175.282125,24.821694444444443,Elliptical
NGC 3813,N/A,UGC  6651,Galaxy,UMA,11.6,12.5,2',11 41.3,+36 33,175.32775,36.54680555555555,Sb
NGC 3815,N/A,UGC  6654,Galaxy,LEO,13,13.3,1.7',11 41.7,+24 48,175.41370833333332,24.8005,Sab
NGC 3816,N/A,UGC  6656,Galaxy,LEO,12.5,13.2,1.9',11 41.8,+20 06,175.45016666666666,20.10363888888889,SO
NGC 3817,N/A,UGC  6657,Galaxy,LEO,13.3,13.1,1',11 41.9,+10 18,175.470625,10.304388888888889,SBO-a
NGC 3818,N/A,MCG - 1-30- 23,Galaxy,VIR,11.7,12.7,2',11 42.0,-06 09,175.489,-6.155666666666667,Elliptical
NGC 3819,N/A,MCG   2-30- 13,Galaxy,LEO,13.8,13,0.8',11 42.1,+10 21,175.52441666666664,10.351138888888888,Elliptical
NGC 3821,N/A,UGC  6663,Galaxy,LEO,12.9,13.4,1.4',11 42.2,+20 19,175.53795833333334,20.31566666666667,SBO-a Ring
NGC 3822,N/A,NGC 3848,Galaxy,VIR,13.1,13.1,1.4',11 42.2,+10 17,175.54629166666666,10.277777777777779,SO
NGC 3823,N/A,MCG - 2-30- 17,Galaxy,CRT,14,-,1.5',11 42.3,-13 52,175.56291666666664,-13.866944444444444,Elliptical
NGC 3824,N/A,UGC  6676,Galaxy,UMA,13.6,13.3,1.3',11 42.7,+52 47,175.68691666666666,52.779583333333335,Sa
NGC 3825,N/A,NGC 3852,Galaxy,VIR,13,13.2,1.3',11 42.4,+10 16,175.598875,10.264138888888889,SBa
NGC 3826,N/A,NGC 3830,Galaxy,LEO,13.4,12.9,0.9',11 42.5,+26 29,175.63687499999997,26.48888888888889,Elliptical
NGC 3827,N/A,UGC  6673,Galaxy,LEO,13.3,12.7,0.9',11 42.6,+18 51,175.651125,18.845444444444443,Sm
NGC 3829,N/A,UGC  6690,Galaxy,UMA,14,13.5,1',11 43.5,+52 43,175.86366666666666,52.71113888888889,SBb
NGC 3831,N/A,MCG - 2-30- 23,Galaxy,CRT,14,-,2.7',11 43.3,-12 53,175.8275,-12.878361111111111,Sa Ring
NGC 3832,N/A,UGC  6693,Galaxy,LEO,13,14.1,1.9',11 43.5,+22 43,175.881,22.72544444444444,SBc
NGC 3833,N/A,UGC  6692,Galaxy,VIR,13.5,13.4,1.4',11 43.5,+10 10,175.87075000000002,10.161861111111111,Sc
NGC 3834,N/A,MCG   3-30- 65,Galaxy,LEO,13.4,13.6,1.4',11 43.6,+19 05,175.90720833333333,19.09047222222222,S
NGC 3835,N/A,UGC  6703,Galaxy,UMA,12.4,12.7,1.8',11 44.1,+60 07,176.02041666666665,60.11977777777778,Sab
NGC 3835A,N/A,UGC  6762,Galaxy,UMA,14,-,1',11 47.4,+60 18,176.84541666666667,60.300444444444445,Sb
NGC 3836,N/A,MCG - 3-30- 10,Galaxy,CRT,13,-,1.4',11 43.5,-16 48,175.87416666666667,-16.795555555555556,Sb
NGC 3837,N/A,UGC  6701,Galaxy,LEO,13.3,12.2,0.6',11 43.9,+19 54,175.985125,19.894583333333333,Elliptical
NGC 3838,N/A,UGC  6707,Galaxy,UMA,12.3,12.2,1.4',11 44.2,+57 57,176.05733333333333,57.94822222222222,Sa
NGC 3839,N/A,UGC  6700,Galaxy,LEO,13.6,12.7,1',11 43.9,+10 47,175.976375,10.784694444444444,Sd
NGC 3840,N/A,UGC  6702,Galaxy,LEO,13.8,13.5,1.1',11 44.0,+20 05,175.9956666666667,20.07702777777778,Sa
NGC 3841,N/A,MCG   3-30- 73,Galaxy,LEO,13.6,12.6,0.7',11 44.0,+19 58,176.0089583333333,19.971888888888888,S
NGC 3842,N/A,UGC  6704,Galaxy,LEO,11.8,12.2,1.4',11 44.0,+19 57,176.0089583333333,19.949805555555557,Elliptical
NGC 3843,N/A,UGC  6699,Galaxy,VIR,13.5,12.2,0.9',11 43.9,+07 56,175.977625,7.925694444444445,Sa
NGC 3844,N/A,UGC  6705,Galaxy,LEO,13.9,12.4,1.2',11 44.0,+20 02,176.00329166666666,20.029333333333334,Sa
NGC 3845,N/A,MCG   3-30- 74,Galaxy,LEO,14,12.5,0.8',11 44.1,+20 00,176.02279166666665,19.996111111111112,Sb
NGC 3846,N/A,UGC  6710,Galaxy,UMA,13.9,13.5,1',11 44.5,+55 39,176.12116666666665,55.652249999999995,Sbc
NGC 3846A,N/A,UGC  6706,Galaxy,UMA,13.3,14.3,1.9',11 44.2,+55 02,176.06175,55.03497222222222,Ir Bar
NGC 3847,N/A,NGC 3856,Galaxy,UMA,13.3,13.5,1.1',11 44.2,+33 31,176.0582083333333,33.51452777777778,Elliptical
NGC 3850,N/A,UGC  6733,Galaxy,UMA,13.3,14.1,2.1',11 45.6,+55 53,176.39816666666667,55.88688888888889,SBc
NGC 3852,N/A,NGC 3825,Galaxy,VIR,13.7,-,1.3',11 42.4,+10 16,175.598875,10.264138888888889,SBa
NGC 3853,N/A,UGC  6712,Galaxy,LEO,12.4,13,1.6',11 44.5,+16 33,176.11804166666667,16.558111111111113,Elliptical
NGC 3854,N/A,NGC 3865,Galaxy,CRT,13,-,2.1',11 44.9,-09 14,176.216875,-9.233277777777777,SBb
NGC 3858,N/A,NGC 3866,Galaxy,CRT,14,-,1.4',11 45.2,-09 19,176.29866666666666,-9.313972222222223,Sa
NGC 3861A,N/A,UGC  6724,Galaxy,LEO,14,-,2.3',11 45.1,+19 58,176.275,19.966666666666665,Sb Ring
NGC 3862,N/A,UGC  6723,Galaxy,LEO,12.7,13.5,1.5',11 45.1,+19 36,176.270875,19.606305555555558,Elliptical
NGC 3863,N/A,UGC  6722,Galaxy,VIR,12.9,13.3,2.8',11 45.1,+08 28,176.273,8.4695,Sbc
NGC 3865,N/A,NGC 3854,Galaxy,CRT,12,13.1,2.1',11 44.9,-09 14,176.216875,-9.233277777777777,SBb
NGC 3866,N/A,NGC 3858,Galaxy,CRT,14,-,1.4',11 45.2,-09 19,176.29866666666666,-9.313972222222223,Sa
NGC 3867,N/A,UGC  6731,Galaxy,LEO,13.2,12.9,1.5',11 45.5,+19 24,176.37341666666666,19.400166666666664,S Ring
NGC 3869,N/A,UGC  6737,Galaxy,LEO,12.8,12.6,1.9',11 45.8,+10 49,176.43983333333333,10.82461111111111,Sa
NGC 3870,N/A,UGC  6742,Galaxy,UMA,13,12.8,1',11 45.9,+50 12,176.48583333333335,50.199749999999995,SO
NGC 3872,N/A,UGC  6738,Galaxy,LEO,11.7,12.6,2.3',11 45.8,+13 46,176.45441666666667,13.766694444444445,Elliptical
NGC 3873,N/A,UGC  6735,Galaxy,LEO,12.9,13.5,1.5',11 45.8,+19 46,176.44208333333333,19.773944444444442,Elliptical
NGC 3875,N/A,UGC  6739,Galaxy,LEO,13.9,12.3,1',11 45.8,+19 46,176.45604166666666,19.767416666666666,Sa
NGC 3876,N/A,UGC  6730,Galaxy,VIR,12.8,12.4,1.1',11 45.4,+09 10,176.36112500000002,9.160722222222223,Sab
NGC 3877,N/A,UGC  6745,Galaxy,UMA,11,13,5.3',11 46.1,+47 30,176.53208333333333,47.49433333333334,Sc
NGC 3879,N/A,UGC  6752,Galaxy,DRA,13.1,13.2,2.7',11 46.8,+69 23,176.70591666666667,69.38369444444444,Sd
NGC 3880,N/A,MCG   6-26- 33,Galaxy,UMA,13.8,12.7,0.7',11 46.4,+33 10,176.59262500000003,33.16177777777778,Elliptical
NGC 3882,N/A,ESO 170-11,Galaxy,CEN,13.3,-,2.3',11 46.1,-56 23,176.52729166666668,-56.38813888888889,SBbc
NGC 3883,N/A,UGC  6754,Galaxy,LEO,12.6,14.6,2.8',11 46.8,+20 41,176.69658333333334,20.675416666666667,Sb
NGC 3884,N/A,UGC  6746,Galaxy,LEO,12.6,13.6,2.1',11 46.2,+20 23,176.55075000000002,20.391638888888888,Sa Ring
NGC 3885,N/A,ESO 440- 7,Galaxy,HYA,11.9,12.6,2.7',11 46.8,-27 55,176.69370833333335,-27.92216666666667,SBO-a
NGC 3886,N/A,UGC  6760,Galaxy,LEO,13.1,13,1.2',11 47.1,+19 50,176.7733333333333,19.837194444444442,E-SO
NGC 3887,N/A,MCG - 3-30- 12,Galaxy,CRT,10.6,12.8,3.5',11 47.1,-16 51,176.76904166666668,-16.85461111111111,SBbc
NGC 3888,N/A,UGC  6765,Galaxy,UMA,12.1,12.9,1.8',11 47.6,+55 58,176.89320833333335,55.967222222222226,SBc
NGC 3890,N/A,NGC 3939,Galaxy,DRA,13.1,12.8,0.9',11 49.3,+74 18,177.33270833333333,74.30219444444444,Sc
NGC 3891,N/A,UGC  6772,Galaxy,UMA,12.4,13.6,2',11 48.1,+30 22,177.014,30.359333333333336,Sbc
NGC 3892,N/A,MCG - 2-30- 30,Galaxy,CRT,11.5,13.4,3.1',11 48.0,-10 58,177.00412500000002,-10.962055555555555,SBO-a
NGC 3893,N/A,UGC  6778,Galaxy,UMA,10.5,13,4.5',11 48.6,+48 43,177.15912500000002,48.71083333333333,SBc
NGC 3894,N/A,UGC  6779,Galaxy,UMA,11.6,13.4,2',11 48.8,+59 25,177.20983333333334,59.41566666666667,E3
NGC 3895,N/A,UGC  6785,Galaxy,UMA,13.1,13.2,1.1',11 49.1,+59 26,177.26679166666668,59.43266666666666,SBa
NGC 3896,N/A,UGC  6781,Galaxy,UMA,12.9,13.1,1.5',11 48.9,+48 40,177.23495833333337,48.67466666666667,SBO-a
NGC 3897,N/A,UGC  6784,Galaxy,UMA,12.9,14.2,1.9',11 49.0,+35 01,177.24775,35.01605555555555,SBbc
NGC 3898,N/A,UGC  6787,Galaxy,UMA,10.7,13.2,3.8',11 49.3,+56 05,177.31404166666667,56.084361111111114,Sab
NGC 3899,N/A,NGC 3912,Galaxy,LEO,13.4,-,1.5',11 50.1,+26 29,177.5185416666667,26.479249999999997,SBb
NGC 3900,N/A,UGC  6786,Galaxy,LEO,11.4,13,3.5',11 49.2,+27 01,177.28941666666668,27.022027777777776,Sa Ring
NGC 3901,N/A,UGC  6675,Galaxy,CAM,13.7,13.9,1.8',11 42.8,+77 22,175.70716666666667,77.37269444444443,Sc
NGC 3902,N/A,UGC  6790,Galaxy,LEO,12.8,13.5,1.6',11 49.3,+26 07,177.32816666666665,26.12161111111111,SBbc
NGC 3903,N/A,ESO 378-24,Galaxy,CEN,12.8,12.7,1.1',11 49.1,-37 31,177.26475,-37.51711111111111,SBc
NGC 3904,N/A,ESO 440-13,Galaxy,HYA,10.9,12.6,2.7',11 49.2,-29 17,177.30508333333333,-29.27675,Elliptical
NGC 3905,N/A,MCG - 1-30- 35,Galaxy,CRT,12.8,13.7,1.9',11 49.1,-09 44,177.27045833333332,-9.729833333333334,SBbc
NGC 3906,N/A,UGC  6797,Galaxy,UMA,12.9,14,1.8',11 49.7,+48 26,177.41875,48.42597222222222,SBcd
NGC 3909,N/A,ESO 217-SC8,Opn CL,CEN,-,-,20',11 50.1,-48 14,177.53391666666667,-48.23813888888889,N/A
NGC 3910,N/A,UGC  6800,Galaxy,LEO,12.8,13.4,1.6',11 50.0,+21 20,177.49712499999998,21.33363888888889,E-SO
NGC 3911,N/A,UGC  6803,Galaxy,LEO,13.8,13.6,1',11 50.1,+24 55,177.34204166666666,24.938472222222224,SBbc
NGC 3912,N/A,NGC 3899,Galaxy,LEO,12.4,12.6,1.5',11 50.1,+26 29,177.5185416666667,26.479249999999997,SBb
NGC 3913,N/A,IC  740,Galaxy,UMA,12.6,14.5,2.5',11 50.6,+55 21,177.66225,55.353861111111115,Scd  Ring
NGC 3914,N/A,UGC  6809,Galaxy,VIR,13.2,12.6,1.1',11 50.5,+06 34,177.63604166666667,6.567583333333333,SBb
NGC 3916,N/A,UGC  6819,Galaxy,UMA,13.9,13.3,1.5',11 50.9,+55 09,177.71270833333332,55.14363888888889,Sb
NGC 3917,N/A,UGC  6815,Galaxy,UMA,11.8,13.7,5',11 50.8,+51 49,177.6892916666667,51.82466666666667,Sc
NGC 3918,Blue Planetary,PK 294+4.1,Pln Neb,CEN,8.4,5.7,12'',11 50.3,-57 11,177.57479166666667,-57.18233333333333,2b
NGC 3919,N/A,UGC  6810,Galaxy,LEO,13.3,13.1,0.9',11 50.7,+20 01,177.67304166666668,20.015194444444443,Elliptical
NGC 3920,N/A,UGC  6803,Galaxy,LEO,13.1,12.9,1',11 49.4,+24 56,177.52470833333336,24.92,SBbc
NGC 3921,N/A,UGC  6823,Galaxy,UMA,12.4,13.4,2.1',11 51.1,+55 05,177.77862499999998,55.07875000000001,Sa
NGC 3922,N/A,NGC 3924,Galaxy,UMA,12.8,12.9,1.7',11 51.2,+50 09,177.80595833333334,50.156888888888886,Sa
NGC 3923,N/A,ESO 440-17,Galaxy,HYA,9.8,13.2,6.6',11 51.0,-28 48,177.75704166666665,-28.80602777777778,Elliptical
NGC 3928,Miniature Spiral,UGC  6834,Galaxy,UMA,12.6,13.3,1.4',11 51.8,+48 41,177.94841666666665,48.683138888888884,Elliptical
NGC 3929,N/A,UGC  6832,Galaxy,LEO,14,12.2,0.6',11 51.7,+21 00,177.92720833333334,21.00272222222222,Elliptical
NGC 3930,N/A,UGC  6833,Galaxy,UMA,12.4,14.4,3',11 51.8,+38 01,177.9417083333333,38.01511111111111,SBc
NGC 3931,N/A,NGC 3917A,Galaxy,UMA,13.4,13.3,1.1',11 51.2,+52 00,177.80604166666666,52.000861111111114,E-SO
NGC 3933,N/A,UGC  6839,Galaxy,LEO,13.6,13,1.1',11 52.0,+16 49,178.00854166666667,16.809694444444446,S pec
NGC 3934,N/A,UGC  6841,Galaxy,LEO,13.5,13.4,1.1',11 52.2,+16 51,178.05233333333334,16.851444444444446,Sb
